05/08/2021 18:59:58.519673;05/08/2021 19:00:08.526349;14
05/08/2021 19:00:16.019315;05/08/2021 19:00:26.026440;15
05/08/2021 19:00:32.061568;05/08/2021 19:00:42.072120;0
05/08/2021 19:00:57.968615;05/08/2021 19:01:07.978391;1
05/08/2021 19:01:15.333114;05/08/2021 19:01:25.342395;2
05/08/2021 19:01:32.492700;05/08/2021 19:01:42.502395;3
05/08/2021 19:01:48.573596;05/08/2021 19:01:58.582376;4
05/08/2021 19:02:07.437120;05/08/2021 19:02:17.446516;5
05/08/2021 19:02:26.495786;05/08/2021 19:02:36.502458;6
05/08/2021 19:02:44.419859;05/08/2021 19:02:54.430404;7
05/08/2021 19:03:01.615519;05/08/2021 19:03:11.626173;8
05/08/2021 19:03:18.685237;05/08/2021 19:03:28.694427;9
05/08/2021 19:03:34.739601;05/08/2021 19:03:44.750206;10
05/08/2021 19:03:50.660566;05/08/2021 19:04:00.670397;11
05/08/2021 19:04:08.744320;05/08/2021 19:04:18.754380;12
05/08/2021 19:04:25.143592;05/08/2021 19:04:35.154332;13
05/08/2021 19:04:43.762085;05/08/2021 19:04:53.770334;14
05/08/2021 19:05:01.437826;05/08/2021 19:05:11.446462;15
05/08/2021 19:05:20.798308;05/08/2021 19:05:30.806378;0
05/08/2021 19:05:44.083525;05/08/2021 19:05:54.090450;1
05/08/2021 19:06:01.871103;05/08/2021 19:06:11.878391;2
05/08/2021 19:06:18.891825;05/08/2021 19:06:28.902559;3
05/08/2021 19:06:37.547997;05/08/2021 19:06:47.558576;4
05/08/2021 19:06:56.308374;05/08/2021 19:07:06.318408;5
05/08/2021 19:07:15.295894;05/08/2021 19:07:25.306354;6
05/08/2021 19:07:33.727346;05/08/2021 19:07:43.734444;7
05/08/2021 19:07:50.825388;05/08/2021 19:08:00.834387;8
05/08/2021 19:08:07.959980;05/08/2021 19:08:17.970382;9
05/08/2021 19:08:24.039563;05/08/2021 19:08:34.046395;10
05/08/2021 19:08:39.967096;05/08/2021 19:08:49.974380;11
05/08/2021 19:08:57.781759;05/08/2021 19:09:07.790419;12
05/08/2021 19:09:15.270972;05/08/2021 19:09:25.278388;13
05/08/2021 19:09:33.983842;05/08/2021 19:09:43.994386;14
05/08/2021 19:09:51.905542;05/08/2021 19:10:01.914380;15
05/08/2021 19:10:07.864936;05/08/2021 19:10:17.874427;0
05/08/2021 19:10:34.058570;05/08/2021 19:10:44.066437;1
05/08/2021 19:10:52.238233;05/08/2021 19:11:02.246410;2
05/08/2021 19:11:10.238600;05/08/2021 19:11:20.246377;3
05/08/2021 19:11:28.735006;05/08/2021 19:11:38.745562;4
05/08/2021 19:11:47.243022;05/08/2021 19:11:57.250449;5
05/08/2021 19:12:06.575395;05/08/2021 19:12:16.582364;6
05/08/2021 19:12:24.160033;05/08/2021 19:12:34.170600;7
05/08/2021 19:12:41.437290;05/08/2021 19:12:51.446437;8
05/08/2021 19:13:00.718744;05/08/2021 19:13:10.726381;9
05/08/2021 19:13:20.694020;05/08/2021 19:13:30.705300;10
05/08/2021 19:13:39.020774;05/08/2021 19:13:49.030522;11
05/08/2021 19:13:55.739877;05/08/2021 19:14:05.750460;12
05/08/2021 19:15:06.454345;05/08/2021 19:15:16.462402;13
05/08/2021 19:15:25.230256;05/08/2021 19:15:35.238412;14
05/08/2021 19:15:43.171637;05/08/2021 19:15:53.178400;15
05/08/2021 19:16:02.950602;05/08/2021 19:16:12.958408;0
05/08/2021 19:16:25.271373;05/08/2021 19:16:35.278375;1
05/08/2021 19:16:42.777538;05/08/2021 19:16:52.788082;2
05/08/2021 19:17:00.643354;05/08/2021 19:17:10.650521;3
05/08/2021 19:17:18.090960;05/08/2021 19:17:28.098373;4
05/08/2021 19:17:37.752898;05/08/2021 19:17:47.762385;5
05/08/2021 19:17:58.323701;05/08/2021 19:18:08.334300;6
05/08/2021 19:18:16.868318;05/08/2021 19:18:26.878388;7
05/08/2021 19:18:34.025958;05/08/2021 19:18:44.034375;8
05/08/2021 19:18:50.457771;05/08/2021 19:19:00.466369;9
05/08/2021 19:19:06.720972;05/08/2021 19:19:16.730402;10
05/08/2021 19:19:22.914602;05/08/2021 19:19:32.922334;11
05/08/2021 19:19:40.337499;05/08/2021 19:19:50.348089;12
05/08/2021 19:19:56.760958;05/08/2021 19:20:06.770309;13
05/08/2021 19:20:16.003072;05/08/2021 19:20:26.010378;14
05/08/2021 19:20:34.311652;05/08/2021 19:20:44.318314;15
05/08/2021 19:20:54.277010;05/08/2021 19:21:04.286377;0
05/08/2021 19:21:16.587264;05/08/2021 19:21:26.597842;1
05/08/2021 19:21:36.087882;05/08/2021 19:21:46.098375;2
05/08/2021 19:21:55.115790;05/08/2021 19:22:05.126377;3
05/08/2021 19:22:14.718183;05/08/2021 19:22:24.726401;4
05/08/2021 19:22:35.320814;05/08/2021 19:22:45.331402;5
05/08/2021 19:22:55.623103;05/08/2021 19:23:05.630346;6
05/08/2021 19:23:14.874999;05/08/2021 19:23:24.885563;7
05/08/2021 19:23:32.934980;05/08/2021 19:23:42.938376;8
05/08/2021 19:23:50.728669;05/08/2021 19:24:00.738460;9
05/08/2021 19:24:07.115406;05/08/2021 19:24:17.122414;10
05/08/2021 19:24:22.954428;05/08/2021 19:24:32.962499;11
05/08/2021 19:24:42.008989;05/08/2021 19:24:52.019546;12
05/08/2021 19:24:58.867505;05/08/2021 19:25:08.878390;13
05/08/2021 19:25:17.844836;05/08/2021 19:25:27.854416;14
05/08/2021 19:25:35.827428;05/08/2021 19:25:45.838031;15
05/08/2021 19:25:56.333435;05/08/2021 19:26:06.342352;0
05/08/2021 19:26:19.727041;05/08/2021 19:26:29.734413;1
05/08/2021 19:26:38.379544;05/08/2021 19:26:48.386471;2
05/08/2021 19:26:55.965148;05/08/2021 19:27:05.974399;3
05/08/2021 19:27:13.130156;05/08/2021 19:27:23.138373;4
05/08/2021 19:27:32.702635;05/08/2021 19:27:42.710413;5
05/08/2021 19:27:52.189297;05/08/2021 19:28:02.198408;6
05/08/2021 19:28:10.510591;05/08/2021 19:28:20.521160;7
05/08/2021 19:29:41.930698;05/08/2021 19:29:51.938404;8
05/08/2021 19:29:58.529797;05/08/2021 19:30:08.538365;9
05/08/2021 19:30:14.884403;05/08/2021 19:30:24.894329;10
05/08/2021 19:30:30.800937;05/08/2021 19:30:40.810472;11
05/08/2021 19:30:48.647610;05/08/2021 19:30:58.654483;12
05/08/2021 19:31:05.417111;05/08/2021 19:31:15.427735;13
05/08/2021 19:31:24.336635;05/08/2021 19:31:34.346383;14
05/08/2021 19:31:42.322609;05/08/2021 19:31:52.330411;15
05/08/2021 19:32:02.522817;05/08/2021 19:32:12.530391;0
05/08/2021 19:32:26.005934;05/08/2021 19:32:36.014383;1
05/08/2021 19:32:44.891044;05/08/2021 19:32:54.898383;2
05/08/2021 19:33:03.293858;05/08/2021 19:33:13.302304;3
05/08/2021 19:33:20.446171;05/08/2021 19:33:30.454383;4
05/08/2021 19:33:39.854008;05/08/2021 19:33:49.865003;5
05/08/2021 19:33:59.552662;05/08/2021 19:34:09.562387;6
05/08/2021 19:34:17.613917;05/08/2021 19:34:27.622385;7
05/08/2021 19:34:33.536211;05/08/2021 19:34:43.546325;8
05/08/2021 19:34:50.716584;05/08/2021 19:35:00.726383;9
05/08/2021 19:35:08.038708;05/08/2021 19:35:18.046379;10
05/08/2021 19:35:23.902505;05/08/2021 19:35:33.913889;11
05/08/2021 19:35:42.654238;05/08/2021 19:35:52.662552;12
05/08/2021 19:35:59.358462;05/08/2021 19:36:09.366438;13
05/08/2021 19:36:19.145512;05/08/2021 19:36:29.154398;14
05/08/2021 19:36:37.945588;05/08/2021 19:36:47.954423;15
05/08/2021 19:36:58.229822;05/08/2021 19:37:08.238485;0
05/08/2021 19:37:23.197535;05/08/2021 19:37:33.208136;1
05/08/2021 19:37:42.605694;05/08/2021 19:37:52.614445;2
05/08/2021 19:38:00.576827;05/08/2021 19:38:10.587404;3
05/08/2021 19:38:17.381201;05/08/2021 19:38:27.390418;4
05/08/2021 19:38:38.696236;05/08/2021 19:38:48.706417;5
05/08/2021 19:38:57.956876;05/08/2021 19:39:07.966476;6
05/08/2021 19:39:16.575817;05/08/2021 19:39:26.586375;7
05/08/2021 19:39:34.616962;05/08/2021 19:39:44.628440;8
05/08/2021 19:39:51.653453;05/08/2021 19:40:01.662350;9
05/08/2021 19:40:07.844757;05/08/2021 19:40:17.854466;10
05/08/2021 19:40:23.977253;05/08/2021 19:40:33.986389;11
05/08/2021 19:40:42.800291;05/08/2021 19:40:52.810368;12
05/08/2021 19:41:00.332509;05/08/2021 19:41:10.342416;13
05/08/2021 19:41:19.453937;05/08/2021 19:41:29.462377;14
05/08/2021 19:41:37.535006;05/08/2021 19:41:47.542392;15
05/08/2021 19:49:46.587989;05/08/2021 19:49:56.598394;0
05/08/2021 19:50:10.983350;05/08/2021 19:50:20.993868;1
05/08/2021 19:50:29.782332;05/08/2021 19:50:39.790365;2
05/08/2021 19:50:48.309593;05/08/2021 19:50:58.318427;3
05/08/2021 19:51:06.269677;05/08/2021 19:51:16.278591;4
05/08/2021 19:51:27.118953;05/08/2021 19:51:37.126421;5
05/08/2021 19:51:47.698860;05/08/2021 19:51:57.706362;6
05/08/2021 19:52:06.449797;05/08/2021 19:52:16.458367;7
05/08/2021 19:52:24.729948;05/08/2021 19:52:34.738377;8
05/08/2021 19:52:42.231448;05/08/2021 19:52:52.242429;9
05/08/2021 19:52:58.898184;05/08/2021 19:53:08.908695;10
05/08/2021 19:53:15.286839;05/08/2021 19:53:25.294382;11
05/08/2021 19:53:34.393820;05/08/2021 19:53:44.402434;12
05/08/2021 19:53:52.325326;05/08/2021 19:54:02.335822;13
05/08/2021 19:54:12.577025;05/08/2021 19:54:22.586382;14
05/08/2021 19:54:31.018150;05/08/2021 19:54:41.026387;15
05/08/2021 19:54:52.228902;05/08/2021 19:55:02.238370;0
05/08/2021 19:55:15.983887;05/08/2021 19:55:25.994805;1
05/08/2021 19:55:37.581645;05/08/2021 19:55:47.590409;2
05/08/2021 19:55:56.189183;05/08/2021 19:56:06.198340;3
05/08/2021 19:56:23.704412;05/08/2021 19:56:33.714454;4
05/08/2021 19:56:44.934963;05/08/2021 19:56:54.946553;5
05/08/2021 19:57:05.053119;05/08/2021 19:57:15.062387;6
05/08/2021 19:57:24.511857;05/08/2021 19:57:34.522356;7
05/08/2021 19:57:42.728483;05/08/2021 19:57:52.738471;8
05/08/2021 19:58:01.121051;05/08/2021 19:58:11.130388;9
05/08/2021 19:58:17.420594;05/08/2021 19:58:27.432039;10
05/08/2021 19:58:34.020716;05/08/2021 19:58:44.030358;11
05/08/2021 19:58:53.960228;05/08/2021 19:59:03.970420;12
05/08/2021 19:59:11.294223;05/08/2021 19:59:21.302536;13
05/08/2021 19:59:30.991864;05/08/2021 19:59:41.002333;14
05/08/2021 19:59:48.979827;05/08/2021 19:59:58.986426;15
05/08/2021 20:00:09.327842;05/08/2021 20:00:19.338342;0
05/08/2021 20:00:35.253625;05/08/2021 20:00:45.262323;1
05/08/2021 20:00:53.820472;05/08/2021 20:01:03.831121;2
05/08/2021 20:01:12.104957;05/08/2021 20:01:22.115527;3
05/08/2021 20:01:29.791069;05/08/2021 20:01:39.798402;4
05/08/2021 20:01:51.241433;05/08/2021 20:02:01.252119;5
05/08/2021 20:02:11.955792;05/08/2021 20:02:21.966400;6
05/08/2021 20:03:58.796008;05/08/2021 20:04:08.806714;7
05/08/2021 20:04:16.915914;05/08/2021 20:04:26.926439;8
05/08/2021 20:04:34.362991;05/08/2021 20:04:44.370574;9
05/08/2021 20:04:50.984748;05/08/2021 20:05:00.995291;10
05/08/2021 20:05:07.458814;05/08/2021 20:05:17.466471;11
05/08/2021 20:05:26.751539;05/08/2021 20:05:36.758400;12
05/08/2021 20:05:45.113319;05/08/2021 20:05:55.123860;13
05/08/2021 20:06:05.054303;05/08/2021 20:06:15.062384;14
05/08/2021 20:06:23.851821;05/08/2021 20:06:33.862470;15
05/08/2021 20:06:44.984952;05/08/2021 20:06:54.995571;0
05/08/2021 20:07:10.712029;05/08/2021 20:07:20.722684;1
05/08/2021 20:07:30.667487;05/08/2021 20:07:40.678883;2
05/08/2021 20:07:49.096724;05/08/2021 20:07:59.106418;3
05/08/2021 20:08:06.819453;05/08/2021 20:08:16.826399;4
05/08/2021 20:08:27.683868;05/08/2021 20:08:37.694384;5
05/08/2021 20:08:49.397318;05/08/2021 20:08:59.406324;6
05/08/2021 20:09:08.499559;05/08/2021 20:09:18.506437;7
05/08/2021 20:09:26.718210;05/08/2021 20:09:36.726377;8
05/08/2021 20:09:44.068593;05/08/2021 20:09:54.079150;9
05/08/2021 20:10:01.431400;05/08/2021 20:10:11.438394;10
05/08/2021 20:10:17.570293;05/08/2021 20:10:27.580769;11
05/08/2021 20:10:38.193017;05/08/2021 20:10:48.195629;12
05/08/2021 20:10:57.219547;05/08/2021 20:11:07.226397;13
05/08/2021 20:11:17.455977;05/08/2021 20:11:27.466389;14
05/08/2021 20:11:36.126201;05/08/2021 20:11:46.134381;15
05/08/2021 20:11:57.467678;05/08/2021 20:12:07.474407;0
05/08/2021 20:12:23.201056;05/08/2021 20:12:33.210391;1
05/08/2021 20:12:42.911741;05/08/2021 20:12:52.918389;2
05/08/2021 20:13:02.787169;05/08/2021 20:13:12.795498;3
05/08/2021 20:13:21.652039;05/08/2021 20:13:31.662407;4
05/08/2021 20:13:42.274747;05/08/2021 20:13:52.282428;5
05/08/2021 20:14:05.253933;05/08/2021 20:14:15.262542;6
05/08/2021 20:14:24.941749;05/08/2021 20:14:34.950382;7
05/08/2021 20:14:43.592651;05/08/2021 20:14:53.602391;8
05/08/2021 20:15:02.221377;05/08/2021 20:15:12.230390;9
05/08/2021 20:15:19.501636;05/08/2021 20:15:29.512862;10
05/08/2021 20:15:35.538672;05/08/2021 20:15:45.546397;11
05/08/2021 20:15:56.732525;05/08/2021 20:16:06.742369;12
05/08/2021 20:16:15.345460;05/08/2021 20:16:25.354490;13
05/08/2021 20:16:35.332717;05/08/2021 20:16:45.342391;14
05/08/2021 20:16:54.729015;05/08/2021 20:17:04.738384;15
05/08/2021 20:17:36.945383;05/08/2021 20:17:46.954418;0
05/08/2021 20:18:03.869934;05/08/2021 20:18:13.878395;1
05/08/2021 20:18:24.159169;05/08/2021 20:18:34.166394;2
05/08/2021 20:18:43.651975;05/08/2021 20:18:53.662368;3
05/08/2021 20:19:01.938427;05/08/2021 20:19:11.948972;4
05/08/2021 20:19:22.460329;05/08/2021 20:19:32.470410;5
05/08/2021 20:19:43.621603;05/08/2021 20:19:53.630394;6
05/08/2021 20:20:03.296981;05/08/2021 20:20:13.306327;7
05/08/2021 20:20:21.906641;05/08/2021 20:20:31.914392;8
05/08/2021 20:20:40.856953;05/08/2021 20:20:50.866434;9
05/08/2021 20:20:58.886515;05/08/2021 20:21:08.894355;10
05/08/2021 20:21:16.249234;05/08/2021 20:21:26.258379;11
05/08/2021 20:21:36.128194;05/08/2021 20:21:46.138394;12
05/08/2021 20:21:53.459024;05/08/2021 20:22:03.466379;13
05/08/2021 20:22:14.734836;05/08/2021 20:22:24.742344;14
05/08/2021 20:22:34.185852;05/08/2021 20:22:44.194389;15
05/08/2021 20:22:55.496556;05/08/2021 20:23:05.506416;0
05/08/2021 20:23:20.454590;05/08/2021 20:23:30.462425;1
05/08/2021 20:23:40.678576;05/08/2021 20:23:50.686388;2
05/08/2021 20:24:00.052044;05/08/2021 20:24:10.062394;3
05/08/2021 20:24:18.909762;05/08/2021 20:24:28.918559;4
05/08/2021 20:24:40.349603;05/08/2021 20:24:50.358339;5
05/08/2021 20:25:05.135353;05/08/2021 20:25:15.142360;6
05/08/2021 20:25:24.958496;05/08/2021 20:25:34.969144;7
05/08/2021 20:25:44.003592;05/08/2021 20:25:54.010420;8
05/08/2021 20:26:02.435653;05/08/2021 20:26:12.442374;9
05/08/2021 20:26:19.710680;05/08/2021 20:26:29.722286;10
05/08/2021 20:26:35.746730;05/08/2021 20:26:45.754385;11
05/08/2021 20:26:56.023236;05/08/2021 20:27:06.030431;12
05/08/2021 20:27:15.676167;05/08/2021 20:27:25.686409;13
05/08/2021 20:27:35.814308;05/08/2021 20:27:45.822444;14
05/08/2021 20:27:55.809015;05/08/2021 20:28:05.818407;15
06/08/2021 13:33:46.112879;06/08/2021 13:33:56.124863;0
06/08/2021 13:34:06.300451;06/08/2021 13:34:16.311116;1
06/08/2021 13:34:23.536746;06/08/2021 13:34:33.546468;2
06/08/2021 13:34:40.603103;06/08/2021 13:34:50.613682;3
06/08/2021 13:34:56.964667;06/08/2021 13:35:06.974557;4
06/08/2021 13:35:15.550747;06/08/2021 13:35:25.558516;5
06/08/2021 13:35:34.145566;06/08/2021 13:35:44.156195;6
06/08/2021 13:35:51.259396;06/08/2021 13:36:01.266463;7
06/08/2021 13:36:07.617296;06/08/2021 13:36:17.626549;8
06/08/2021 13:36:24.582384;06/08/2021 13:36:34.590889;9
06/08/2021 13:36:40.586084;06/08/2021 13:36:50.594493;10
06/08/2021 13:36:56.562060;06/08/2021 13:37:06.570517;11
06/08/2021 13:37:13.009092;06/08/2021 13:37:23.018486;12
06/08/2021 13:37:29.319761;06/08/2021 13:37:39.330495;13
06/08/2021 13:37:47.431610;06/08/2021 13:37:57.442288;14
06/08/2021 13:38:04.723396;06/08/2021 13:38:14.730526;15
06/08/2021 13:38:23.822088;06/08/2021 13:38:33.832709;0
06/08/2021 13:38:45.635518;06/08/2021 13:38:55.642504;1
06/08/2021 13:39:03.447280;06/08/2021 13:39:13.454630;2
06/08/2021 13:39:20.543981;06/08/2021 13:39:30.554479;3
06/08/2021 13:39:37.805543;06/08/2021 13:39:47.814592;4
06/08/2021 13:39:56.689374;06/08/2021 13:40:06.698494;5
06/08/2021 13:40:15.109427;06/08/2021 13:40:25.118571;6
06/08/2021 13:40:32.732760;06/08/2021 13:40:42.742454;7
06/08/2021 13:40:49.565270;06/08/2021 13:40:59.574468;8
06/08/2021 13:41:06.582361;06/08/2021 13:41:16.590434;9
06/08/2021 13:41:22.595611;06/08/2021 13:41:32.602534;10
06/08/2021 13:41:38.674124;06/08/2021 13:41:48.682505;11
06/08/2021 13:41:55.890789;06/08/2021 13:42:05.898532;12
06/08/2021 13:42:12.072823;06/08/2021 13:42:22.083429;13
06/08/2021 13:42:30.605504;06/08/2021 13:42:40.614514;14
06/08/2021 13:42:47.565302;06/08/2021 13:42:57.574529;15
06/08/2021 13:43:06.539074;06/08/2021 13:43:16.546561;0
06/08/2021 13:43:36.530847;06/08/2021 13:43:46.538445;1
06/08/2021 13:43:54.070683;06/08/2021 13:44:04.078495;2
06/08/2021 13:44:11.214268;06/08/2021 13:44:21.218516;3
06/08/2021 13:44:28.787267;06/08/2021 13:44:38.798061;4
06/08/2021 13:44:46.914106;06/08/2021 13:44:56.924977;5
06/08/2021 13:45:05.232825;06/08/2021 13:45:15.242512;6
06/08/2021 13:45:22.998964;06/08/2021 13:45:33.009636;7
06/08/2021 13:45:39.560132;06/08/2021 13:45:49.570632;8
06/08/2021 13:45:55.789844;06/08/2021 13:46:05.801438;9
06/08/2021 13:46:11.694774;06/08/2021 13:46:21.702540;10
06/08/2021 13:46:28.952285;06/08/2021 13:46:38.962575;11
06/08/2021 13:46:44.982071;06/08/2021 13:46:54.992733;12
06/08/2021 13:47:00.920949;06/08/2021 13:47:10.930537;13
06/08/2021 13:47:17.997429;06/08/2021 13:47:28.006509;14
06/08/2021 13:47:35.373269;06/08/2021 13:47:45.382483;15
06/08/2021 13:47:54.047366;06/08/2021 13:48:04.054585;0
06/08/2021 13:48:14.893616;06/08/2021 13:48:24.902511;1
06/08/2021 13:49:50.817909;06/08/2021 13:50:00.826537;2
06/08/2021 13:50:08.021242;06/08/2021 13:50:18.030579;3
06/08/2021 13:50:24.781032;06/08/2021 13:50:34.790510;4
06/08/2021 13:50:42.096572;06/08/2021 13:50:52.106502;5
06/08/2021 13:51:00.846491;06/08/2021 13:51:10.854543;6
06/08/2021 13:51:18.196347;06/08/2021 13:51:28.206552;7
06/08/2021 13:51:34.527865;06/08/2021 13:51:44.538505;8
06/08/2021 13:51:50.824057;06/08/2021 13:52:00.834579;9
06/08/2021 13:52:06.940767;06/08/2021 13:52:16.951381;10
06/08/2021 13:52:23.700331;06/08/2021 13:52:33.710522;11
06/08/2021 13:52:39.556569;06/08/2021 13:52:49.566481;12
06/08/2021 13:52:55.746999;06/08/2021 13:53:05.754478;13
06/08/2021 13:53:13.678252;06/08/2021 13:53:23.686513;14
06/08/2021 13:53:30.774725;06/08/2021 13:53:40.782517;15
06/08/2021 16:25:43.917041;06/08/2021 16:25:53.923886;0
06/08/2021 16:26:07.873163;06/08/2021 16:26:17.879885;1
06/08/2021 16:26:26.485723;06/08/2021 16:26:36.495910;2
06/08/2021 16:26:45.217664;06/08/2021 16:26:55.227891;3
06/08/2021 16:27:03.612410;06/08/2021 16:27:13.620013;4
06/08/2021 16:27:23.173522;06/08/2021 16:27:33.183919;5
06/08/2021 16:27:43.703203;06/08/2021 16:27:53.711875;6
06/08/2021 16:28:03.579808;06/08/2021 16:28:13.587883;7
06/08/2021 16:28:21.496567;06/08/2021 16:28:31.504042;8
06/08/2021 16:28:38.986078;06/08/2021 16:28:48.995881;9
06/08/2021 16:28:55.691644;06/08/2021 16:29:05.702159;10
