stop_nr;hum;temp;time;time_start;time_end;sensor_ID;round_nr
3012;61.6;23.8;2021-08-11 14:57:21.632121;2021-08-11 14:57:11.844450;2021-08-11 14:57:21.854003;4;188
3013;61.5;23.8;2021-08-11 14:57:37.666078;2021-08-11 14:57:28.739118;2021-08-11 14:57:38.745992;5;188
3014;61.1;23.7;2021-08-11 14:57:55.710901;2021-08-11 14:57:46.157112;2021-08-11 14:57:56.167746;6;188
3015;61.1;23.7;2021-08-11 14:58:11.749026;2021-08-11 14:58:02.621548;2021-08-11 14:58:12.630049;7;188
3016;60.9;23.8;2021-08-11 14:58:27.786979;2021-08-11 14:58:18.307530;2021-08-11 14:58:28.318017;8;188
3017;60.9;23.8;2021-08-11 14:58:43.821866;2021-08-11 14:58:34.243039;2021-08-11 14:58:44.250067;9;188
3018;60.7;23.7;2021-08-11 14:58:57.856011;2021-08-11 14:58:49.304689;2021-08-11 14:58:59.315321;10;188
3019;60.8;23.8;2021-08-11 14:59:13.890135;2021-08-11 14:59:04.248683;2021-08-11 14:59:14.258033;11;188
3020;60.8;23.8;2021-08-11 14:59:29.927961;2021-08-11 14:59:21.232182;2021-08-11 14:59:31.242202;12;188
3021;61.2;23.8;2021-08-11 14:59:45.961974;2021-08-11 14:59:36.236299;2021-08-11 14:59:46.245976;13;188
3022;61.5;23.9;2021-08-11 15:00:02.001335;2021-08-11 14:59:52.835457;2021-08-11 15:00:02.846035;14;188
3023;61.3;23.8;2021-08-11 15:00:18.038033;2021-08-11 15:00:09.430275;2021-08-11 15:00:19.438019;15;188
3024;61.4;23.9;2021-08-11 15:00:36.082741;2021-08-11 15:00:27.526590;2021-08-11 15:00:37.534053;0;189
3025;60.8;23.8;2021-08-11 15:00:56.126219;2021-08-11 15:00:46.494092;2021-08-11 15:00:56.502034;1;189
3026;61.0;23.8;2021-08-11 15:01:12.164167;2021-08-11 15:01:03.175439;2021-08-11 15:01:13.186052;2;189
3027;60.9;23.2;2021-08-11 15:01:28.202156;2021-08-11 15:01:19.345184;2021-08-11 15:01:29.353986;3;189
3028;61.5;23.7;2021-08-11 15:01:44.240172;2021-08-11 15:01:34.581821;2021-08-11 15:01:44.590031;4;189
3029;61.6;23.7;2021-08-11 15:02:00.278054;2021-08-11 15:01:51.350968;2021-08-11 15:02:01.358025;5;189
3030;61.6;23.7;2021-08-11 15:02:18.318864;2021-08-11 15:02:08.788331;2021-08-11 15:02:18.798991;6;189
3031;61.6;23.7;2021-08-11 15:02:34.356768;2021-08-11 15:02:25.793489;2021-08-11 15:02:35.801958;7;189
3032;61.7;23.7;2021-08-11 15:02:50.395070;2021-08-11 15:02:41.564351;2021-08-11 15:02:51.574021;8;189
3033;61.5;23.7;2021-08-11 15:03:06.432819;2021-08-11 15:02:57.290008;2021-08-11 15:03:07.298001;9;189
3034;61.4;23.8;2021-08-11 15:03:22.470729;2021-08-11 15:03:12.543829;2021-08-11 15:03:22.553956;10;189
3035;61.5;23.8;2021-08-11 15:03:36.502040;2021-08-11 15:03:27.466536;2021-08-11 15:03:37.474058;11;189
3036;61.5;23.8;2021-08-11 15:03:52.540191;2021-08-11 15:03:44.302712;2021-08-11 15:03:54.310007;12;189
3037;61.1;23.8;2021-08-11 15:04:08.578092;2021-08-11 15:03:59.385979;2021-08-11 15:04:09.394041;13;189
3038;60.7;23.8;2021-08-11 15:04:24.616072;2021-08-11 15:04:16.387772;2021-08-11 15:04:26.398023;14;189
3039;60.3;23.8;2021-08-11 15:04:42.656822;2021-08-11 15:04:32.928301;2021-08-11 15:04:42.938400;15;189
3040;60.5;23.8;2021-08-11 15:05:00.701551;2021-08-11 15:04:50.987820;2021-08-11 15:05:00.998157;0;190
3041;60.9;23.7;2021-08-11 15:05:18.742275;2021-08-11 15:05:10.234761;2021-08-11 15:05:20.242037;1;190
3042;61.2;23.7;2021-08-11 15:05:36.783087;2021-08-11 15:05:26.913627;2021-08-11 15:05:36.922380;2;190
3043;61.2;23.6;2021-08-11 15:05:52.820946;2021-08-11 15:05:43.290245;2021-08-11 15:05:53.298033;3;190
3044;61.3;23.6;2021-08-11 15:06:06.852225;2021-08-11 15:05:58.639027;2021-08-11 15:06:08.645984;4;190
3045;61.1;23.6;2021-08-11 15:06:24.896948;2021-08-11 15:06:15.623160;2021-08-11 15:06:25.633789;5;190
3046;60.7;23.5;2021-08-11 15:06:42.937688;2021-08-11 15:06:33.081472;2021-08-11 15:06:43.089990;6;190
3047;61.0;23.5;2021-08-11 15:06:58.975562;2021-08-11 15:06:50.140684;2021-08-11 15:07:00.151221;7;190
3048;61.0;23.6;2021-08-11 15:07:15.009649;2021-08-11 15:07:05.798149;2021-08-11 15:07:15.805984;8;190
3049;61.1;23.5;2021-08-11 15:07:31.047558;2021-08-11 15:07:22.151144;2021-08-11 15:07:32.157996;9;190
3050;61.4;23.6;2021-08-11 15:07:47.085526;2021-08-11 15:07:37.401566;2021-08-11 15:07:47.412350;10;190
3051;61.4;23.6;2021-08-11 15:08:01.116849;2021-08-11 15:07:52.251877;2021-08-11 15:08:02.261971;11;190
3052;61.4;23.6;2021-08-11 15:08:19.157478;2021-08-11 15:08:09.393145;2021-08-11 15:08:19.403848;12;190
3053;61.3;23.6;2021-08-11 15:08:33.188692;2021-08-11 15:08:24.210286;2021-08-11 15:08:34.218050;13;190
3054;61.1;23.6;2021-08-11 15:08:51.229643;2021-08-11 15:08:41.450738;2021-08-11 15:08:51.457959;14;190
3055;61.0;23.6;2021-08-11 15:09:07.267335;2021-08-11 15:08:57.805697;2021-08-11 15:09:07.814019;15;190
3056;60.6;23.6;2021-08-11 15:09:25.308130;2021-08-11 15:09:16.257607;2021-08-11 15:09:26.265980;0;191
3057;60.3;23.6;2021-08-11 15:09:43.349002;2021-08-11 15:09:34.203944;2021-08-11 15:09:44.215194;1;191
3058;60.6;23.5;2021-08-11 15:09:59.387216;2021-08-11 15:09:50.792859;2021-08-11 15:10:00.802029;2;191
3059;60.9;23.5;2021-08-11 15:10:17.431483;2021-08-11 15:10:07.443722;2021-08-11 15:10:17.454020;3;191
3060;61.0;23.5;2021-08-11 15:10:31.462790;2021-08-11 15:10:23.136422;2021-08-11 15:10:33.146035;4;191
3061;61.2;23.5;2021-08-11 15:10:49.503701;2021-08-11 15:10:40.351091;2021-08-11 15:10:50.358048;5;191
3062;61.2;23.5;2021-08-11 15:11:07.544262;2021-08-11 15:10:57.943093;2021-08-11 15:11:07.950032;6;191
3063;61.1;23.5;2021-08-11 15:12:45.770941;2021-08-11 15:12:36.993370;2021-08-11 15:12:47.003940;7;191
3064;61.5;23.6;2021-08-11 15:13:01.808940;2021-08-11 15:12:52.831592;2021-08-11 15:13:02.842060;8;191
3065;61.5;23.6;2021-08-11 15:13:17.846747;2021-08-11 15:13:08.958239;2021-08-11 15:13:18.969672;9;191
3066;61.3;23.6;2021-08-11 15:13:33.880815;2021-08-11 15:13:23.885358;2021-08-11 15:13:33.894042;10;191
3067;61.1;23.6;2021-08-11 15:13:47.916002;2021-08-11 15:13:38.989005;2021-08-11 15:13:48.998090;11;191
3068;61.0;23.7;2021-08-11 15:14:05.956988;2021-08-11 15:13:56.449029;2021-08-11 15:14:06.458075;12;191
3069;60.9;23.7;2021-08-11 15:14:19.988057;2021-08-11 15:14:11.275700;2021-08-11 15:14:21.286156;13;191
3070;61.0;23.7;2021-08-11 15:14:38.028695;2021-08-11 15:14:28.566174;2021-08-11 15:14:38.576650;14;191
3071;60.2;23.7;2021-08-11 15:14:54.066663;2021-08-11 15:14:45.458575;2021-08-11 15:14:55.469614;15;191
3072;60.2;23.7;2021-08-11 15:15:12.107502;2021-08-11 15:15:03.925141;2021-08-11 15:15:13.936015;0;192
3073;60.8;23.7;2021-08-11 15:15:32.154874;2021-08-11 15:15:23.796374;2021-08-11 15:15:33.806030;1;192
3074;61.1;23.7;2021-08-11 15:15:50.195590;2021-08-11 15:15:40.503503;2021-08-11 15:15:50.514027;2;192
3075;61.4;23.6;2021-08-11 15:16:18.262093;2021-08-11 15:16:09.188360;2021-08-11 15:16:19.198027;3;192
3076;61.4;23.6;2021-08-11 15:16:34.300029;2021-08-11 15:16:24.477092;2021-08-11 15:16:34.486059;4;192
3077;61.4;23.6;2021-08-11 15:16:50.333974;2021-08-11 15:16:41.928527;2021-08-11 15:16:51.939506;5;192
3078;61.2;23.6;2021-08-11 15:17:08.374778;2021-08-11 15:16:59.771990;2021-08-11 15:17:09.782078;6;192
3079;61.1;23.7;2021-08-11 15:17:26.419386;2021-08-11 15:17:16.940343;2021-08-11 15:17:26.950037;7;192
3080;61.1;23.7;2021-08-11 15:17:42.453467;2021-08-11 15:17:32.990610;2021-08-11 15:17:42.998155;8;192
3081;60.9;23.7;2021-08-11 15:17:58.491609;2021-08-11 15:17:49.587875;2021-08-11 15:17:59.598044;9;192
3082;60.8;23.8;2021-08-11 15:18:14.529384;2021-08-11 15:18:04.677491;2021-08-11 15:18:14.686039;10;192
3083;60.7;23.8;2021-08-11 15:18:28.560665;2021-08-11 15:18:19.599289;2021-08-11 15:18:29.609993;11;192
3084;60.5;23.8;2021-08-11 15:18:46.605424;2021-08-11 15:18:37.044706;2021-08-11 15:18:47.054062;12;192
3085;60.4;23.8;2021-08-11 15:19:00.636750;2021-08-11 15:18:51.926367;2021-08-11 15:19:01.934028;13;192
3086;60.3;23.8;2021-08-11 15:19:18.681357;2021-08-11 15:19:09.468121;2021-08-11 15:19:19.478049;14;192
3087;60.9;23.8;2021-08-11 15:20:08.798179;2021-08-11 15:20:00.289720;2021-08-11 15:20:10.298012;15;192
3088;60.6;23.8;2021-08-11 15:20:28.841558;2021-08-11 15:20:18.853990;2021-08-11 15:20:28.862034;0;193
3089;60.2;23.7;2021-08-11 15:20:46.886271;2021-08-11 15:20:38.641953;2021-08-11 15:20:48.650022;1;193
3090;60.0;23.7;2021-08-11 15:21:04.927003;2021-08-11 15:20:55.098285;2021-08-11 15:21:05.108809;2;193
3091;60.1;23.6;2021-08-11 15:21:20.964987;2021-08-11 15:21:11.923166;2021-08-11 15:21:21.930033;3;193
3092;60.6;23.6;2021-08-11 15:21:36.999182;2021-08-11 15:21:27.559822;2021-08-11 15:21:37.569972;4;193
3093;60.7;23.6;2021-08-11 15:21:53.037045;2021-08-11 15:21:44.987345;2021-08-11 15:21:54.997942;5;193
3094;60.6;23.6;2021-08-11 15:22:11.081677;2021-08-11 15:22:02.901921;2021-08-11 15:22:12.910069;6;193
3095;60.7;23.6;2021-08-11 15:22:29.122555;2021-08-11 15:22:19.749872;2021-08-11 15:22:29.757977;7;193
3096;60.7;23.6;2021-08-11 15:22:45.160521;2021-08-11 15:22:35.784808;2021-08-11 15:22:45.793985;8;193
3097;60.6;23.7;2021-08-11 15:23:01.198489;2021-08-11 15:22:52.058572;2021-08-11 15:23:02.069155;9;193
3098;60.6;23.7;2021-08-11 15:23:17.236548;2021-08-11 15:23:07.264792;2021-08-11 15:23:17.274170;10;193
3099;60.9;23.7;2021-08-11 15:23:31.267882;2021-08-11 15:23:22.569047;2021-08-11 15:23:32.578092;11;193
3100;61.1;23.7;2021-08-11 15:23:49.312405;2021-08-11 15:23:39.827743;2021-08-11 15:23:49.838347;12;193
3101;60.9;23.8;2021-08-11 15:24:05.346380;2021-08-11 15:23:55.565575;2021-08-11 15:24:05.573987;13;193
3102;60.7;23.8;2021-08-11 15:24:21.384422;2021-08-11 15:24:12.167536;2021-08-11 15:24:22.178029;14;193
3103;60.8;23.8;2021-08-11 15:24:37.422561;2021-08-11 15:24:28.879215;2021-08-11 15:24:38.886111;15;193
3104;60.6;23.8;2021-08-11 15:24:57.469847;2021-08-11 15:24:47.479423;2021-08-11 15:24:57.490068;0;194
3105;60.1;23.7;2021-08-11 15:25:15.510696;2021-08-11 15:25:07.001826;2021-08-11 15:25:17.010005;1;194
3106;60.0;23.6;2021-08-11 15:25:33.551356;2021-08-11 15:25:23.729631;2021-08-11 15:25:33.738161;2;194
3107;60.3;23.6;2021-08-11 15:25:49.589302;2021-08-11 15:25:40.481075;2021-08-11 15:25:50.490020;3;194
3108;60.4;23.6;2021-08-11 15:26:05.627220;2021-08-11 15:25:56.154866;2021-08-11 15:26:06.165393;4;194
3109;60.2;23.6;2021-08-11 15:26:21.665215;2021-08-11 15:26:13.648061;2021-08-11 15:26:23.658083;5;194
3110;60.2;23.6;2021-08-11 15:26:39.705838;2021-08-11 15:26:31.441312;2021-08-11 15:26:41.451999;6;194
3111;60.3;23.6;2021-08-11 15:26:57.746680;2021-08-11 15:26:48.366689;2021-08-11 15:26:58.374055;7;194
3112;60.3;23.6;2021-08-11 15:27:13.784714;2021-08-11 15:27:04.155336;2021-08-11 15:27:14.162043;8;194
3113;60.3;23.6;2021-08-11 15:27:29.818708;2021-08-11 15:27:19.888844;2021-08-11 15:27:29.897975;9;194
3114;60.3;23.6;2021-08-11 15:27:43.853855;2021-08-11 15:27:34.971266;2021-08-11 15:27:44.977998;10;194
3115;60.6;23.6;2021-08-11 15:27:59.887847;2021-08-11 15:27:50.256579;2021-08-11 15:28:00.267315;11;194
3116;60.6;23.7;2021-08-11 15:28:15.925882;2021-08-11 15:28:07.794148;2021-08-11 15:28:17.801978;12;194
3117;60.4;23.6;2021-08-11 15:28:31.963822;2021-08-11 15:28:22.862984;2021-08-11 15:28:32.870010;13;194
3118;60.4;23.6;2021-08-11 15:28:50.004572;2021-08-11 15:28:40.353062;2021-08-11 15:28:50.363563;14;194
3119;60.8;23.7;2021-08-11 15:29:06.042490;2021-08-11 15:28:57.229207;2021-08-11 15:29:07.239819;15;194
3120;60.7;23.7;2021-08-11 15:29:24.087298;2021-08-11 15:29:15.627652;2021-08-11 15:29:25.638049;0;195
3121;61.5;23.7;2021-08-11 15:29:44.130735;2021-08-11 15:29:35.147037;2021-08-11 15:29:45.154041;1;195
3122;61.3;23.7;2021-08-11 15:30:00.168820;2021-08-11 15:29:51.936821;2021-08-11 15:30:01.946034;2;195
3123;61.2;23.6;2021-08-11 15:30:18.209478;2021-08-11 15:30:08.524028;2021-08-11 15:30:18.534028;3;195
3124;61.2;23.7;2021-08-11 15:30:32.240701;2021-08-11 15:30:24.169060;2021-08-11 15:30:34.178047;4;195
3125;61.3;23.6;2021-08-11 15:30:50.285484;2021-08-11 15:30:41.459257;2021-08-11 15:30:51.466058;5;195
3126;61.0;23.6;2021-08-11 15:31:08.326280;2021-08-11 15:30:59.012972;2021-08-11 15:31:09.022279;6;195
3127;61.0;23.7;2021-08-11 15:31:24.360116;2021-08-11 15:31:15.652768;2021-08-11 15:31:25.662038;7;195
3128;60.8;23.7;2021-08-11 15:31:40.397955;2021-08-11 15:31:31.638206;2021-08-11 15:31:41.646089;8;195
3129;60.6;23.7;2021-08-11 15:31:56.436041;2021-08-11 15:31:47.532834;2021-08-11 15:31:57.542046;9;195
3130;60.6;23.8;2021-08-11 15:32:12.474042;2021-08-11 15:32:02.625139;2021-08-11 15:32:12.635822;10;195
3131;60.5;23.8;2021-08-11 15:32:26.509229;2021-08-11 15:32:17.631325;2021-08-11 15:32:27.642052;11;195
3132;60.5;23.8;2021-08-11 15:32:44.550005;2021-08-11 15:32:35.127189;2021-08-11 15:32:45.134026;12;195
3133;60.5;23.8;2021-08-11 15:33:00.588143;2021-08-11 15:32:50.650081;2021-08-11 15:33:00.661370;13;195
3134;60.5;23.8;2021-08-11 15:33:16.626158;2021-08-11 15:33:07.875641;2021-08-11 15:33:17.885988;14;195
3135;60.6;23.8;2021-08-11 15:33:34.670757;2021-08-11 15:33:24.784982;2021-08-11 15:33:34.794032;15;195
3136;60.6;23.8;2021-08-11 15:33:52.711557;2021-08-11 15:33:42.821070;2021-08-11 15:33:52.830033;0;196
3137;60.7;23.8;2021-08-11 15:34:10.756276;2021-08-11 15:34:02.344535;2021-08-11 15:34:12.353966;1;196
3138;60.7;23.8;2021-08-11 15:34:28.797087;2021-08-11 15:34:19.401986;2021-08-11 15:34:29.410044;2;196
3139;60.8;23.7;2021-08-11 15:34:44.835054;2021-08-11 15:34:35.859872;2021-08-11 15:34:45.870049;3;196
3140;60.8;23.7;2021-08-11 15:35:00.873055;2021-08-11 15:34:51.595166;2021-08-11 15:35:01.602214;4;196
3141;60.8;23.7;2021-08-11 15:35:18.913979;2021-08-11 15:35:08.978380;2021-08-11 15:35:18.986108;5;196
3142;60.5;23.7;2021-08-11 15:35:34.951878;2021-08-11 15:35:26.806740;2021-08-11 15:35:36.814008;6;196
3143;60.5;23.7;2021-08-11 15:35:52.992542;2021-08-11 15:35:43.912474;2021-08-11 15:35:53.921978;7;196
3144;60.5;23.7;2021-08-11 15:36:09.030523;2021-08-11 15:35:59.921314;2021-08-11 15:36:09.930021;8;196
3145;60.6;23.7;2021-08-11 15:36:25.068664;2021-08-11 15:36:16.124184;2021-08-11 15:36:26.134118;9;196
3146;60.7;23.7;2021-08-11 15:36:41.107744;2021-08-11 15:36:31.228870;2021-08-11 15:36:41.238012;10;196
3147;60.8;23.8;2021-08-11 15:36:55.141770;2021-08-11 15:36:46.721433;2021-08-11 15:36:56.730003;11;196
3148;60.8;23.8;2021-08-11 15:37:13.182413;2021-08-11 15:37:04.291912;2021-08-11 15:37:14.302037;12;196
3149;60.9;23.8;2021-08-11 15:37:29.220430;2021-08-11 15:37:20.418226;2021-08-11 15:37:30.425975;13;196
3150;60.9;23.8;2021-08-11 15:37:45.254356;2021-08-11 15:37:37.033833;2021-08-11 15:37:47.042037;14;196
3151;60.8;23.8;2021-08-11 15:38:03.295102;2021-08-11 15:37:54.101642;2021-08-11 15:38:04.110094;15;196
3152;60.9;23.8;2021-08-11 15:38:21.335865;2021-08-11 15:38:13.044945;2021-08-11 15:38:23.053977;0;197
3153;61.4;23.8;2021-08-11 15:38:41.383314;2021-08-11 15:38:32.742073;2021-08-11 15:38:42.750050;1;197
3154;61.1;23.8;2021-08-11 15:38:59.424073;2021-08-11 15:38:49.747040;2021-08-11 15:38:59.754020;2;197
3155;61.1;23.8;2021-08-11 15:39:15.462169;2021-08-11 15:39:06.482350;2021-08-11 15:39:16.492857;3;197
3156;61.2;23.8;2021-08-11 15:39:31.500024;2021-08-11 15:39:22.225411;2021-08-11 15:39:32.234011;4;197
3157;61.5;23.8;2021-08-11 15:39:47.538006;2021-08-11 15:39:39.346403;2021-08-11 15:39:49.354396;5;197
3158;61.5;23.8;2021-08-11 15:40:05.578985;2021-08-11 15:39:57.143117;2021-08-11 15:40:07.150022;6;197
3159;61.3;23.8;2021-08-11 15:40:23.623498;2021-08-11 15:40:13.974612;2021-08-11 15:40:23.982064;7;197
3160;61.0;23.8;2021-08-11 15:40:39.661383;2021-08-11 15:40:30.196171;2021-08-11 15:40:40.206737;8;197
3161;61.0;23.8;2021-08-11 15:40:55.695424;2021-08-11 15:40:46.920468;2021-08-11 15:40:56.930067;9;197
3162;60.8;23.8;2021-08-11 15:41:11.733437;2021-08-11 15:41:02.452777;2021-08-11 15:41:12.462113;10;197
3163;60.8;23.8;2021-08-11 15:41:25.764601;2021-08-11 15:41:17.569524;2021-08-11 15:41:27.578018;11;197
3164;60.9;23.9;2021-08-11 15:41:43.805342;2021-08-11 15:41:35.136424;2021-08-11 15:41:45.146023;12;197
3165;60.9;23.9;2021-08-11 15:41:59.843313;2021-08-11 15:41:50.412857;2021-08-11 15:42:00.422003;13;197
3166;60.7;23.9;2021-08-11 15:42:15.881334;2021-08-11 15:42:07.685069;2021-08-11 15:42:17.694029;14;197
3167;60.1;23.9;2021-08-11 15:42:33.922096;2021-08-11 15:42:24.853351;2021-08-11 15:42:34.861982;15;197
3168;60.0;23.9;2021-08-11 15:42:51.966695;2021-08-11 15:42:43.541886;2021-08-11 15:42:53.550022;0;198
3169;59.9;23.9;2021-08-11 15:43:12.010319;2021-08-11 15:43:03.342326;2021-08-11 15:43:13.350035;1;198
3170;60.0;23.8;2021-08-11 15:43:30.055009;2021-08-11 15:43:20.220645;2021-08-11 15:43:30.230042;2;198
3171;60.7;23.8;2021-08-11 15:44:12.152935;2021-08-11 15:44:02.271939;2021-08-11 15:44:12.282322;3;198
3172;60.8;23.7;2021-08-11 15:44:28.190868;2021-08-11 15:44:18.355638;2021-08-11 15:44:28.366031;4;198
3173;61.4;23.7;2021-08-11 15:44:44.228753;2021-08-11 15:44:35.665091;2021-08-11 15:44:45.674046;5;198
3174;61.7;23.7;2021-08-11 15:45:02.269565;2021-08-11 15:44:53.907582;2021-08-11 15:45:03.918028;6;198
3175;61.8;23.8;2021-08-11 15:45:20.314239;2021-08-11 15:45:11.416156;2021-08-11 15:45:21.427084;7;198
3176;61.8;23.8;2021-08-11 15:45:36.352136;2021-08-11 15:45:27.774926;2021-08-11 15:45:37.785512;8;198
3177;61.9;23.8;2021-08-11 15:45:52.390287;2021-08-11 15:45:43.826048;2021-08-11 15:45:53.834033;9;198
3178;61.9;23.8;2021-08-11 15:46:08.428333;2021-08-11 15:45:59.173058;2021-08-11 15:46:09.183661;10;198
3179;61.8;23.8;2021-08-11 15:46:22.459488;2021-08-11 15:46:14.271201;2021-08-11 15:46:24.281817;11;198
3180;61.5;23.8;2021-08-11 15:46:40.504157;2021-08-11 15:46:31.696148;2021-08-11 15:46:41.706078;12;198
3181;61.5;23.8;2021-08-11 15:46:56.542242;2021-08-11 15:46:47.078339;2021-08-11 15:46:57.088903;13;198
3182;61.1;23.8;2021-08-11 15:47:14.582967;2021-08-11 15:47:04.601195;2021-08-11 15:47:14.610045;14;198
3183;61.2;23.9;2021-08-11 15:47:30.620974;2021-08-11 15:47:21.764956;2021-08-11 15:47:31.773970;15;198
3184;61.0;23.9;2021-08-11 15:47:48.661864;2021-08-11 15:47:40.531854;2021-08-11 15:47:50.542030;0;199
3185;60.8;23.9;2021-08-11 15:48:08.709128;2021-08-11 15:48:00.630847;2021-08-11 15:48:10.637972;1;199
3186;60.9;23.9;2021-08-11 15:48:26.750063;2021-08-11 15:48:17.556611;2021-08-11 15:48:27.566022;2;199
3187;61.0;23.9;2021-08-11 15:48:42.788049;2021-08-11 15:48:34.430235;2021-08-11 15:48:44.438019;3;199
3188;60.9;23.9;2021-08-11 15:48:58.825951;2021-08-11 15:48:50.425573;2021-08-11 15:49:00.434041;4;199
3189;60.9;23.9;2021-08-11 15:49:16.866645;2021-08-11 15:49:07.522734;2021-08-11 15:49:17.530015;5;199
3190;60.9;23.9;2021-08-11 15:49:34.911357;2021-08-11 15:49:25.269783;2021-08-11 15:49:35.278026;6;199
3191;60.6;23.9;2021-08-11 15:49:50.949346;2021-08-11 15:49:42.377539;2021-08-11 15:49:52.388172;7;199
3192;60.5;23.9;2021-08-11 15:50:06.987302;2021-08-11 15:49:58.394276;2021-08-11 15:50:08.401994;8;199
3193;60.4;23.9;2021-08-11 15:50:23.025304;2021-08-11 15:50:14.269582;2021-08-11 15:50:24.280176;9;199
3194;60.5;24.0;2021-08-11 15:50:39.063397;2021-08-11 15:50:29.638920;2021-08-11 15:50:39.649482;10;199
3195;60.4;24.0;2021-08-11 15:50:53.094631;2021-08-11 15:50:44.757384;2021-08-11 15:50:54.766052;11;199
3196;60.4;24.0;2021-08-11 15:51:11.135325;2021-08-11 15:51:02.317047;2021-08-11 15:51:12.326043;12;199
3197;60.2;24.0;2021-08-11 15:51:27.173265;2021-08-11 15:51:17.515665;2021-08-11 15:51:27.526237;13;199
3198;59.8;24.1;2021-08-11 15:51:45.214041;2021-08-11 15:51:35.251849;2021-08-11 15:51:45.262511;14;199
3199;59.3;24.1;2021-08-11 15:52:01.251914;2021-08-11 15:51:52.042111;2021-08-11 15:52:02.050039;15;199
3200;59.2;24.1;2021-08-11 15:52:19.292724;2021-08-11 15:52:10.841909;2021-08-11 15:52:20.852480;0;200
3201;59.7;24.0;2021-08-11 15:52:39.336090;2021-08-11 15:52:30.706756;2021-08-11 15:52:40.716506;1;200
3202;59.6;24.0;2021-08-11 15:52:57.376981;2021-08-11 15:52:47.711636;2021-08-11 15:52:57.722074;2;200
3203;59.4;24.0;2021-08-11 15:53:13.414725;2021-08-11 15:53:04.364189;2021-08-11 15:53:14.374033;3;200
3204;59.4;24.0;2021-08-11 15:53:29.448733;2021-08-11 15:53:20.346799;2021-08-11 15:53:30.354047;4;200
3205;58.8;24.0;2021-08-11 15:53:47.489363;2021-08-11 15:53:37.973876;2021-08-11 15:53:47.982052;5;200
3206;58.6;24.0;2021-08-11 15:54:05.530430;2021-08-11 15:53:55.918987;2021-08-11 15:54:05.929539;6;200
3207;58.7;24.0;2021-08-11 15:54:21.568120;2021-08-11 15:54:13.093224;2021-08-11 15:54:23.102015;7;200
3208;59.1;24.1;2021-08-11 15:54:37.606062;2021-08-11 15:54:29.415708;2021-08-11 15:54:39.425992;8;200
3209;59.6;24.1;2021-08-11 15:54:53.640113;2021-08-11 15:54:45.537792;2021-08-11 15:54:55.544309;9;200
3210;59.2;24.1;2021-08-11 15:55:09.679243;2021-08-11 15:55:01.110159;2021-08-11 15:55:11.118057;10;200
3211;59.0;24.1;2021-08-11 15:55:25.716062;2021-08-11 15:55:16.267767;2021-08-11 15:55:26.278216;11;200
3212;58.8;24.1;2021-08-11 15:55:43.756701;2021-08-11 15:55:33.873063;2021-08-11 15:55:43.882023;12;200
3213;58.7;24.1;2021-08-11 15:55:57.787991;2021-08-11 15:55:49.167108;2021-08-11 15:55:59.174038;13;200
3214;58.9;24.1;2021-08-11 15:56:15.828912;2021-08-11 15:56:06.831509;2021-08-11 15:56:16.842046;14;200
3215;59.0;24.1;2021-08-11 15:56:33.869426;2021-08-11 15:56:23.893902;2021-08-11 15:56:33.902018;15;200
3216;59.1;24.1;2021-08-11 15:56:51.914068;2021-08-11 15:56:42.734978;2021-08-11 15:56:52.746014;0;201
3217;59.3;24.1;2021-08-11 15:57:11.957607;2021-08-11 15:57:02.756321;2021-08-11 15:57:12.766035;1;201
3218;59.3;24.1;2021-08-11 15:57:27.995473;2021-08-11 15:57:19.631970;2021-08-11 15:57:29.634067;2;201
3219;59.4;24.1;2021-08-11 15:57:46.036335;2021-08-11 15:57:36.438090;2021-08-11 15:57:46.446029;3;201
3220;59.3;24.0;2021-08-11 15:58:02.070383;2021-08-11 15:57:52.589586;2021-08-11 15:58:02.598125;4;201
3221;59.4;24.0;2021-08-11 15:58:20.110881;2021-08-11 15:58:10.681096;2021-08-11 15:58:20.691717;5;201
3222;59.3;24.0;2021-08-11 15:58:38.151552;2021-08-11 15:58:28.743198;2021-08-11 15:58:38.750033;6;201
3223;59.1;24.0;2021-08-11 15:58:54.189577;2021-08-11 15:58:46.085545;2021-08-11 15:58:56.094034;7;201
3224;59.2;24.1;2021-08-11 15:59:12.230207;2021-08-11 15:59:02.261331;2021-08-11 15:59:12.270090;8;201
3225;59.2;24.1;2021-08-11 15:59:28.264277;2021-08-11 15:59:18.803994;2021-08-11 15:59:28.814058;9;201
3226;58.8;24.1;2021-08-11 15:59:42.299455;2021-08-11 15:59:34.285779;2021-08-11 15:59:44.294095;10;201
3227;58.3;24.1;2021-08-11 15:59:58.333485;2021-08-11 15:59:49.385628;2021-08-11 15:59:59.394030;11;201
3228;58.1;24.1;2021-08-11 16:00:16.378144;2021-08-11 16:00:06.567442;2021-08-11 16:00:16.578003;12;201
3229;59.0;24.1;2021-08-11 16:00:38.428392;2021-08-11 16:00:28.825978;2021-08-11 16:00:38.834011;13;201
3230;59.1;24.1;2021-08-11 16:00:54.462348;2021-08-11 16:00:45.879404;2021-08-11 16:00:55.890005;14;201
3231;59.7;24.1;2021-08-11 16:01:14.509845;2021-08-11 16:01:04.658360;2021-08-11 16:01:14.666034;15;201
3232;60.2;24.1;2021-08-11 16:01:34.557253;2021-08-11 16:01:25.444577;2021-08-11 16:01:35.455221;0;202
