stop_nr;hum;temp;time;time_start;time_end;sensor_ID;round_nr
768;69.9;23.6;2021-08-06 20:15:47.965864;2021-08-06 20:15:37.993710;2021-08-06 20:15:48.002948;0;48
769;69.8;23.5;2021-08-06 20:16:08.014682;2021-08-06 20:15:59.773543;2021-08-06 20:16:09.784161;1;48
770;69.9;23.5;2021-08-06 20:16:26.056822;2021-08-06 20:16:18.032214;2021-08-06 20:16:28.038999;2;48
771;69.9;23.5;2021-08-06 20:16:44.102567;2021-08-06 20:16:35.715221;2021-08-06 20:16:45.722963;3;48
772;70.0;23.6;2021-08-06 20:17:02.144804;2021-08-06 20:16:52.645716;2021-08-06 20:17:02.654974;4;48
773;70.0;23.6;2021-08-06 20:17:20.190494;2021-08-06 20:17:11.267285;2021-08-06 20:17:21.274937;5;48
774;69.8;23.6;2021-08-06 20:17:40.235404;2021-08-06 20:17:30.533575;2021-08-06 20:17:40.543023;6;48
775;69.8;23.6;2021-08-06 20:17:56.274483;2021-08-06 20:17:48.104427;2021-08-06 20:17:58.114918;7;48
776;69.7;23.6;2021-08-06 20:18:14.320260;2021-08-06 20:18:05.798607;2021-08-06 20:18:15.806937;8;48
777;69.7;23.6;2021-08-06 20:18:32.362320;2021-08-06 20:18:23.169437;2021-08-06 20:18:33.178986;9;48
778;69.6;23.6;2021-08-06 20:18:48.401303;2021-08-06 20:18:39.199969;2021-08-06 20:18:49.207009;10;48
779;69.6;23.7;2021-08-06 20:19:04.440230;2021-08-06 20:18:55.477612;2021-08-06 20:19:05.489121;11;48
780;69.5;23.6;2021-08-06 20:19:22.482195;2021-08-06 20:19:12.975035;2021-08-06 20:19:22.985860;12;48
781;69.5;23.6;2021-08-06 20:19:38.521347;2021-08-06 20:19:29.938770;2021-08-06 20:19:39.946955;13;48
782;69.7;23.5;2021-08-06 20:19:58.569962;2021-08-06 20:19:48.976496;2021-08-06 20:19:58.986964;14;48
783;69.7;23.5;2021-08-06 20:20:16.615866;2021-08-06 20:20:06.893576;2021-08-06 20:20:16.903948;15;48
784;68.7;23.8;2021-08-06 20:24:01.157833;2021-08-06 20:23:52.824734;2021-08-06 20:24:02.835021;0;49
785;68.9;23.8;2021-08-06 20:24:25.216129;2021-08-06 20:24:15.257424;2021-08-06 20:24:25.266999;1;49
786;69.5;23.8;2021-08-06 20:24:43.258049;2021-08-06 20:24:33.857118;2021-08-06 20:24:43.866998;2;49
787;69.1;23.7;2021-08-06 20:25:01.299986;2021-08-06 20:24:51.566299;2021-08-06 20:25:01.575003;3;49
788;69.1;23.7;2021-08-06 20:25:17.338905;2021-08-06 20:25:08.680278;2021-08-06 20:25:18.687022;4;49
789;68.9;23.7;2021-08-06 20:25:39.394477;2021-08-06 20:25:31.326586;2021-08-06 20:25:41.337275;5;49
790;69.0;23.7;2021-08-06 20:26:01.446003;2021-08-06 20:25:51.447792;2021-08-06 20:26:01.455005;6;49
791;68.9;23.7;2021-08-06 20:26:19.487811;2021-08-06 20:26:10.687240;2021-08-06 20:26:20.697847;7;49
792;68.8;23.7;2021-08-06 20:26:37.529663;2021-08-06 20:26:28.757561;2021-08-06 20:26:38.768972;8;49
793;68.7;23.8;2021-08-06 20:26:55.575397;2021-08-06 20:26:47.011255;2021-08-06 20:26:57.018998;9;49
794;68.7;23.8;2021-08-06 20:27:13.621326;2021-08-06 20:27:03.828115;2021-08-06 20:27:13.835002;10;49
795;68.7;23.8;2021-08-06 20:27:29.660268;2021-08-06 20:27:19.788203;2021-08-06 20:27:29.794939;11;49
796;68.7;23.8;2021-08-06 20:27:47.702007;2021-08-06 20:27:39.111680;2021-08-06 20:27:49.119002;12;49
797;67.9;23.8;2021-08-06 20:28:05.748081;2021-08-06 20:27:56.370026;2021-08-06 20:28:06.378967;13;49
798;68.6;23.7;2021-08-06 20:28:25.796493;2021-08-06 20:28:15.902428;2021-08-06 20:28:25.911056;14;49
799;68.7;23.7;2021-08-06 20:28:43.842380;2021-08-06 20:28:34.085237;2021-08-06 20:28:44.094992;15;49
800;68.7;23.7;2021-08-06 20:29:03.891120;2021-08-06 20:28:53.904838;2021-08-06 20:29:03.915103;0;50
801;69.0;23.7;2021-08-06 20:29:25.942658;2021-08-06 20:29:17.215431;2021-08-06 20:29:27.226034;1;50
802;68.9;23.7;2021-08-06 20:29:43.984440;2021-08-06 20:29:35.702525;2021-08-06 20:29:45.710981;2;50
803;68.9;23.7;2021-08-06 20:30:02.026293;2021-08-06 20:29:53.927567;2021-08-06 20:30:03.934963;3;50
804;68.9;23.7;2021-08-06 20:30:28.087666;2021-08-06 20:30:19.185288;2021-08-06 20:30:29.194991;4;50
805;68.9;23.8;2021-08-06 20:30:48.136133;2021-08-06 20:30:38.506210;2021-08-06 20:30:48.515104;5;50
806;68.4;23.8;2021-08-06 20:31:08.184889;2021-08-06 20:30:58.347601;2021-08-06 20:31:08.355006;6;50
807;68.3;23.8;2021-08-06 20:31:26.230508;2021-08-06 20:31:17.801540;2021-08-06 20:31:27.812776;7;50
808;68.2;23.8;2021-08-06 20:31:44.272520;2021-08-06 20:31:34.897134;2021-08-06 20:31:44.906995;8;50
809;68.2;23.9;2021-08-06 20:32:02.318154;2021-08-06 20:31:52.662127;2021-08-06 20:32:02.671043;9;50
810;68.2;23.9;2021-08-06 20:32:18.357098;2021-08-06 20:32:09.342611;2021-08-06 20:32:19.350988;10;50
811;67.9;23.9;2021-08-06 20:32:34.396054;2021-08-06 20:32:25.525170;2021-08-06 20:32:35.534951;11;50
812;67.9;23.9;2021-08-06 20:32:52.437795;2021-08-06 20:32:44.194061;2021-08-06 20:32:54.203032;12;50
813;67.6;23.8;2021-08-06 20:33:10.483807;2021-08-06 20:33:00.911194;2021-08-06 20:33:10.921696;13;50
814;67.8;23.8;2021-08-06 20:33:30.528309;2021-08-06 20:33:20.969968;2021-08-06 20:33:30.979067;14;50
815;67.9;23.8;2021-08-06 20:33:48.574200;2021-08-06 20:33:38.916094;2021-08-06 20:33:48.923006;15;50
816;67.9;23.8;2021-08-06 20:34:08.622690;2021-08-06 20:33:59.267955;2021-08-06 20:34:09.275035;0;51
817;68.2;23.8;2021-08-06 20:34:30.674362;2021-08-06 20:34:22.584419;2021-08-06 20:34:32.594978;1;51
818;68.3;23.7;2021-08-06 20:34:50.722936;2021-08-06 20:34:42.250010;2021-08-06 20:34:52.260581;2;51
819;68.4;23.7;2021-08-06 20:35:08.768808;2021-08-06 20:35:00.241962;2021-08-06 20:35:10.251001;3;51
820;68.5;23.7;2021-08-06 20:35:28.817334;2021-08-06 20:35:19.313527;2021-08-06 20:35:29.324773;4;51
821;68.4;23.7;2021-08-06 20:35:46.859195;2021-08-06 20:35:38.407185;2021-08-06 20:35:48.417764;5;51
822;67.9;23.8;2021-08-06 20:36:08.914689;2021-08-06 20:36:00.535384;2021-08-06 20:36:10.543033;6;51
823;67.9;23.8;2021-08-06 20:36:28.963314;2021-08-06 20:36:18.981161;2021-08-06 20:36:28.990993;7;51
824;67.6;23.8;2021-08-06 20:36:45.002196;2021-08-06 20:36:36.837624;2021-08-06 20:36:46.846958;8;51
825;67.5;23.8;2021-08-06 20:37:03.044142;2021-08-06 20:36:53.719274;2021-08-06 20:37:03.727024;9;51
826;67.5;23.8;2021-08-06 20:37:19.082930;2021-08-06 20:37:10.783384;2021-08-06 20:37:20.790994;10;51
827;67.1;23.9;2021-08-06 20:38:07.195690;2021-08-06 20:37:58.277933;2021-08-06 20:38:08.286573;11;51
828;66.6;23.8;2021-08-06 20:38:25.241421;2021-08-06 20:38:16.749305;2021-08-06 20:38:26.758931;12;51
829;66.7;23.8;2021-08-06 20:38:41.276192;2021-08-06 20:38:33.161969;2021-08-06 20:38:43.170985;13;51
830;67.0;23.7;2021-08-06 20:39:03.331525;2021-08-06 20:38:53.445875;2021-08-06 20:39:03.455050;14;51
831;67.2;23.6;2021-08-06 20:39:21.373318;2021-08-06 20:39:12.241335;2021-08-06 20:39:22.251031;15;51
832;67.3;23.6;2021-08-06 20:39:41.421569;2021-08-06 20:39:32.469564;2021-08-06 20:39:42.479016;0;52
833;67.5;23.7;2021-08-06 20:40:05.475875;2021-08-06 20:39:55.897693;2021-08-06 20:40:05.907081;1;52
834;67.6;23.6;2021-08-06 20:40:23.517493;2021-08-06 20:40:14.906261;2021-08-06 20:40:24.914998;2;52
835;67.6;23.6;2021-08-06 20:40:43.565987;2021-08-06 20:40:34.130630;2021-08-06 20:40:44.138989;3;52
836;67.6;23.7;2021-08-06 20:40:59.604739;2021-08-06 20:40:51.494930;2021-08-06 20:41:01.502982;4;52
837;67.5;23.7;2021-08-06 20:41:19.649377;2021-08-06 20:41:10.723585;2021-08-06 20:41:20.730998;5;52
838;67.0;23.7;2021-08-06 20:41:41.704644;2021-08-06 20:41:32.830773;2021-08-06 20:41:42.838986;6;52
839;66.7;23.7;2021-08-06 20:41:59.746298;2021-08-06 20:41:51.110831;2021-08-06 20:42:01.119032;7;52
840;66.5;23.7;2021-08-06 20:42:17.787967;2021-08-06 20:42:08.904141;2021-08-06 20:42:18.910948;8;52
841;66.5;23.7;2021-08-06 20:42:35.829624;2021-08-06 20:42:26.571241;2021-08-06 20:42:36.579065;9;52
842;66.6;23.7;2021-08-06 20:42:51.868541;2021-08-06 20:42:43.657202;2021-08-06 20:42:53.667014;10;52
843;66.5;23.7;2021-08-06 20:43:09.910032;2021-08-06 20:43:00.005737;2021-08-06 20:43:10.015114;11;52
844;66.3;23.7;2021-08-06 20:43:27.955824;2021-08-06 20:43:19.323956;2021-08-06 20:43:29.331010;12;52
845;66.1;23.6;2021-08-06 20:43:45.997439;2021-08-06 20:43:37.618764;2021-08-06 20:43:47.626935;13;52
846;66.7;23.5;2021-08-06 20:44:06.045961;2021-08-06 20:43:57.874760;2021-08-06 20:44:07.883094;14;52
847;66.8;23.5;2021-08-06 20:44:26.090528;2021-08-06 20:44:16.743811;2021-08-06 20:44:26.750951;15;52
848;67.1;23.5;2021-08-06 20:44:46.139202;2021-08-06 20:44:37.060099;2021-08-06 20:44:47.066985;0;53
849;67.4;23.5;2021-08-06 20:45:10.197267;2021-08-06 20:45:01.073334;2021-08-06 20:45:11.083006;1;53
850;67.5;23.5;2021-08-06 20:45:30.245816;2021-08-06 20:45:20.288885;2021-08-06 20:45:30.300059;2;53
851;67.5;23.5;2021-08-06 20:45:48.287543;2021-08-06 20:45:38.779385;2021-08-06 20:45:48.786984;3;53
852;67.3;23.6;2021-08-06 20:46:06.329136;2021-08-06 20:45:56.943824;2021-08-06 20:46:06.955246;4;53
853;67.1;23.6;2021-08-06 20:46:26.377681;2021-08-06 20:46:17.813597;2021-08-06 20:46:27.815036;5;53
854;66.7;23.6;2021-08-06 20:46:48.429092;2021-08-06 20:46:38.854550;2021-08-06 20:46:48.862996;6;53
855;66.6;23.6;2021-08-06 20:47:08.473601;2021-08-06 20:46:58.964581;2021-08-06 20:47:08.975053;7;53
856;66.5;23.7;2021-08-06 20:47:26.519348;2021-08-06 20:47:17.070914;2021-08-06 20:47:27.079116;8;53
857;66.3;23.7;2021-08-06 20:47:42.554110;2021-08-06 20:47:34.354075;2021-08-06 20:47:44.362996;9;53
858;66.2;23.8;2021-08-06 20:48:00.599998;2021-08-06 20:47:50.856842;2021-08-06 20:48:00.867037;10;53
859;66.1;23.7;2021-08-06 20:48:16.634873;2021-08-06 20:48:07.208656;2021-08-06 20:48:17.219400;11;53
860;66.2;23.7;2021-08-06 20:48:34.680420;2021-08-06 20:48:26.185380;2021-08-06 20:48:36.194950;12;53
861;66.2;23.7;2021-08-06 20:48:52.722180;2021-08-06 20:48:43.016558;2021-08-06 20:48:53.027012;13;53
862;66.3;23.7;2021-08-06 20:49:10.763961;2021-08-06 20:49:01.765390;2021-08-06 20:49:11.774994;14;53
863;66.3;23.7;2021-08-06 20:49:30.812373;2021-08-06 20:49:21.106149;2021-08-06 20:49:31.116712;15;53
864;66.5;23.7;2021-08-06 20:49:50.860899;2021-08-06 20:49:41.478625;2021-08-06 20:49:51.486988;0;54
865;66.7;23.7;2021-08-06 20:50:14.915449;2021-08-06 20:50:05.432479;2021-08-06 20:50:15.442971;1;54
866;66.5;23.7;2021-08-06 20:50:34.963824;2021-08-06 20:50:25.340020;2021-08-06 20:50:35.347007;2;54
867;66.4;23.7;2021-08-06 20:50:53.005531;2021-08-06 20:50:44.316013;2021-08-06 20:50:54.322982;3;54
868;66.3;23.7;2021-08-06 20:51:13.054065;2021-08-06 20:51:03.436029;2021-08-06 20:51:13.443009;4;54
869;65.8;23.8;2021-08-06 20:52:33.244484;2021-08-06 20:52:23.476548;2021-08-06 20:52:33.487016;5;54
870;65.6;23.8;2021-08-06 20:52:53.292855;2021-08-06 20:52:43.636709;2021-08-06 20:52:53.646921;6;54
871;65.5;23.8;2021-08-06 20:53:11.334611;2021-08-06 20:53:02.222770;2021-08-06 20:53:12.230988;7;54
872;65.4;23.8;2021-08-06 20:53:29.380402;2021-08-06 20:53:19.828944;2021-08-06 20:53:29.838976;8;54
873;65.3;23.8;2021-08-06 20:53:47.422146;2021-08-06 20:53:37.538847;2021-08-06 20:53:47.547004;9;54
874;65.0;23.8;2021-08-06 20:54:03.461228;2021-08-06 20:53:54.783200;2021-08-06 20:54:04.793862;10;54
875;65.3;23.8;2021-08-06 20:54:19.500030;2021-08-06 20:54:11.010892;2021-08-06 20:54:21.021584;11;54
876;65.1;23.8;2021-08-06 20:54:39.548590;2021-08-06 20:54:30.084551;2021-08-06 20:54:40.095034;12;54
877;65.2;23.7;2021-08-06 20:54:55.587459;2021-08-06 20:54:46.814122;2021-08-06 20:54:56.822939;13;54
878;65.5;23.6;2021-08-06 20:55:15.635979;2021-08-06 20:55:06.904104;2021-08-06 20:55:16.914972;14;54
879;65.7;23.6;2021-08-06 20:55:35.684629;2021-08-06 20:55:25.705972;2021-08-06 20:55:35.714921;15;54
880;65.9;23.6;2021-08-06 20:55:55.733119;2021-08-06 20:55:46.174206;2021-08-06 20:55:56.182977;0;55
881;66.1;23.6;2021-08-06 20:56:19.787370;2021-08-06 20:56:09.983355;2021-08-06 20:56:19.993945;1;55
882;66.2;23.6;2021-08-06 20:56:37.829333;2021-08-06 20:56:29.191187;2021-08-06 20:56:39.199099;2;55
883;66.2;23.6;2021-08-06 20:56:57.877659;2021-08-06 20:56:48.694534;2021-08-06 20:56:58.703066;3;55
884;66.0;23.6;2021-08-06 20:57:15.919507;2021-08-06 20:57:06.922072;2021-08-06 20:57:16.931079;4;55
885;65.7;23.7;2021-08-06 20:57:35.963915;2021-08-06 20:57:27.793882;2021-08-06 20:57:37.804528;5;55
886;65.4;23.7;2021-08-06 20:58:00.022267;2021-08-06 20:57:50.725533;2021-08-06 20:58:00.734993;6;55
887;65.3;23.7;2021-08-06 20:58:18.067923;2021-08-06 20:58:09.770406;2021-08-06 20:58:19.779219;7;55
888;65.3;23.7;2021-08-06 20:58:38.116614;2021-08-06 20:58:28.337264;2021-08-06 20:58:38.346941;8;55
889;65.0;23.7;2021-08-06 20:58:54.155441;2021-08-06 20:58:45.897036;2021-08-06 20:58:55.906918;9;55
890;64.8;23.7;2021-08-06 20:59:12.197218;2021-08-06 20:59:03.350996;2021-08-06 20:59:13.359001;10;55
891;64.8;23.7;2021-08-06 20:59:28.236193;2021-08-06 20:59:19.850404;2021-08-06 20:59:29.861061;11;55
892;64.9;23.6;2021-08-06 20:59:48.284771;2021-08-06 20:59:39.344868;2021-08-06 20:59:49.355042;12;55
893;65.0;23.5;2021-08-06 21:00:04.319680;2021-08-06 20:59:55.754430;2021-08-06 21:00:05.763043;13;55
894;65.6;23.4;2021-08-06 21:00:24.368173;2021-08-06 21:00:16.211782;2021-08-06 21:00:26.219011;14;55
895;65.8;23.4;2021-08-06 21:00:46.423636;2021-08-06 21:00:37.193319;2021-08-06 21:00:47.202994;15;55
896;66.1;23.4;2021-08-06 21:01:06.468098;2021-08-06 21:00:58.308841;2021-08-06 21:01:08.318937;0;56
897;66.3;23.4;2021-08-06 21:01:32.529301;2021-08-06 21:01:22.786944;2021-08-06 21:01:32.795085;1;56
898;66.1;23.4;2021-08-06 21:01:50.571067;2021-08-06 21:01:42.294333;2021-08-06 21:01:52.302979;2;56
899;66.1;23.5;2021-08-06 21:02:10.619571;2021-08-06 21:02:01.424564;2021-08-06 21:02:11.435211;3;56
900;66.0;23.5;2021-08-06 21:02:28.661422;2021-08-06 21:02:20.244382;2021-08-06 21:02:30.255637;4;56
901;65.8;23.5;2021-08-06 21:02:48.709808;2021-08-06 21:02:40.580335;2021-08-06 21:02:50.587015;5;56
902;65.7;23.5;2021-08-06 21:03:10.761360;2021-08-06 21:03:01.444749;2021-08-06 21:03:11.455057;6;56
903;65.6;23.6;2021-08-06 21:03:30.809992;2021-08-06 21:03:21.039631;2021-08-06 21:03:31.047062;7;56
904;65.5;23.6;2021-08-06 21:03:48.855648;2021-08-06 21:03:39.904755;2021-08-06 21:03:49.915045;8;56
905;65.5;23.6;2021-08-06 21:04:06.897587;2021-08-06 21:03:58.435963;2021-08-06 21:04:08.442999;9;56
906;65.4;23.6;2021-08-06 21:04:24.943222;2021-08-06 21:04:15.900707;2021-08-06 21:04:25.910982;10;56
907;65.4;23.6;2021-08-06 21:04:40.978167;2021-08-06 21:04:32.418447;2021-08-06 21:04:42.426906;11;56
908;65.5;23.6;2021-08-06 21:05:01.026913;2021-08-06 21:04:52.431367;2021-08-06 21:05:02.438983;12;56
909;65.7;23.5;2021-08-06 21:05:19.072674;2021-08-06 21:05:10.210423;2021-08-06 21:05:20.221088;13;56
910;66.2;23.3;2021-08-06 21:06:21.217159;2021-08-06 21:06:11.542911;2021-08-06 21:06:21.551461;14;56
911;66.3;23.3;2021-08-06 21:06:39.262933;2021-08-06 21:06:30.027406;2021-08-06 21:06:40.037995;15;56
912;66.3;23.3;2021-08-06 21:06:59.307401;2021-08-06 21:06:50.520703;2021-08-06 21:07:00.531297;0;57
913;66.4;23.4;2021-08-06 21:07:23.361763;2021-08-06 21:07:15.014520;2021-08-06 21:07:25.025797;1;57
914;66.4;23.4;2021-08-06 21:07:43.410237;2021-08-06 21:07:34.435896;2021-08-06 21:07:44.443029;2;57
915;66.4;23.4;2021-08-06 21:08:01.451891;2021-08-06 21:07:52.888244;2021-08-06 21:08:02.894939;3;57
916;66.4;23.4;2021-08-06 21:08:19.493541;2021-08-06 21:08:10.590765;2021-08-06 21:08:20.601461;4;57
917;66.3;23.4;2021-08-06 21:08:41.541013;2021-08-06 21:08:32.155653;2021-08-06 21:08:42.162926;5;57
918;66.4;23.4;2021-08-06 21:09:01.589603;2021-08-06 21:08:53.283623;2021-08-06 21:09:03.291029;6;57
919;66.4;23.4;2021-08-06 21:09:21.634323;2021-08-06 21:09:11.997553;2021-08-06 21:09:22.007042;7;57
920;66.5;23.4;2021-08-06 21:09:39.679905;2021-08-06 21:09:30.289387;2021-08-06 21:09:40.299005;8;57
921;66.5;23.4;2021-08-06 21:09:57.721603;2021-08-06 21:09:48.861980;2021-08-06 21:09:58.870954;9;57
922;66.6;23.4;2021-08-06 21:10:15.763382;2021-08-06 21:10:06.843205;2021-08-06 21:10:16.850985;10;57
923;66.8;23.4;2021-08-06 21:10:33.805108;2021-08-06 21:10:23.929183;2021-08-06 21:10:33.938961;11;57
924;67.0;23.4;2021-08-06 21:10:53.853725;2021-08-06 21:10:43.889830;2021-08-06 21:10:53.898975;12;57
925;67.1;23.3;2021-08-06 21:11:09.892498;2021-08-06 21:11:01.699223;2021-08-06 21:11:11.707034;13;57
926;67.3;23.3;2021-08-06 21:11:29.937129;2021-08-06 21:11:21.853907;2021-08-06 21:11:31.863003;14;57
927;67.3;23.2;2021-08-06 21:11:49.985611;2021-08-06 21:11:41.031288;2021-08-06 21:11:51.038999;15;57
928;67.3;23.2;2021-08-06 21:12:12.037053;2021-08-06 21:12:02.227134;2021-08-06 21:12:12.237731;0;58
929;67.3;23.2;2021-08-06 21:12:36.091469;2021-08-06 21:12:26.498616;2021-08-06 21:12:36.507012;1;58
930;67.4;23.2;2021-08-06 21:12:54.135508;2021-08-06 21:12:46.036011;2021-08-06 21:12:56.046566;2;58
931;67.3;23.2;2021-08-06 21:13:12.179339;2021-08-06 21:13:04.023286;2021-08-06 21:13:14.033844;3;58
932;67.4;23.3;2021-08-06 21:13:32.226234;2021-08-06 21:13:23.177029;2021-08-06 21:13:33.187050;4;58
933;67.4;23.3;2021-08-06 21:13:52.277085;2021-08-06 21:13:44.090311;2021-08-06 21:13:54.098997;5;58
934;67.5;23.3;2021-08-06 21:14:14.330992;2021-08-06 21:14:05.501423;2021-08-06 21:14:15.510986;6;58
935;67.5;23.2;2021-08-06 21:14:34.381631;2021-08-06 21:14:26.053575;2021-08-06 21:14:36.062952;7;58
936;67.6;23.3;2021-08-06 21:14:54.428333;2021-08-06 21:14:44.709486;2021-08-06 21:14:54.718953;8;58
937;67.6;23.3;2021-08-06 21:15:12.475793;2021-08-06 21:15:03.632622;2021-08-06 21:15:13.642985;9;58
938;67.6;23.3;2021-08-06 21:15:30.519320;2021-08-06 21:15:21.014453;2021-08-06 21:15:31.022923;10;58
939;67.7;23.3;2021-08-06 21:15:46.555609;2021-08-06 21:15:38.534547;2021-08-06 21:15:48.543066;11;58
940;67.9;23.2;2021-08-06 21:16:08.609066;2021-08-06 21:15:58.636236;2021-08-06 21:16:08.646972;12;58
941;68.2;23.2;2021-08-06 21:16:26.656350;2021-08-06 21:16:16.837993;2021-08-06 21:16:26.849428;13;58
942;68.2;23.1;2021-08-06 21:16:46.702674;2021-08-06 21:16:36.748034;2021-08-06 21:16:46.754948;14;58
943;68.3;23.1;2021-08-06 21:17:04.749850;2021-08-06 21:16:56.397886;2021-08-06 21:17:06.407046;15;58
944;68.3;23.1;2021-08-06 21:17:26.803126;2021-08-06 21:17:18.041665;2021-08-06 21:17:28.050991;0;59
945;68.3;23.1;2021-08-06 21:17:50.863231;2021-08-06 21:17:41.968668;2021-08-06 21:17:51.978961;1;59
946;68.3;23.1;2021-08-06 21:18:10.913312;2021-08-06 21:18:02.472425;2021-08-06 21:18:12.483001;2;59
947;68.2;23.1;2021-08-06 21:18:30.959388;2021-08-06 21:18:22.271724;2021-08-06 21:18:32.279055;3;59
948;68.1;23.2;2021-08-06 21:18:49.006305;2021-08-06 21:18:40.882494;2021-08-06 21:18:50.891038;4;59
949;68.0;23.2;2021-08-06 21:19:49.148028;2021-08-06 21:19:40.237348;2021-08-06 21:19:50.246998;5;59
950;68.0;23.3;2021-08-06 21:20:11.200820;2021-08-06 21:20:01.558634;2021-08-06 21:20:11.567018;6;59
951;68.0;23.2;2021-08-06 21:20:29.243619;2021-08-06 21:20:21.222021;2021-08-06 21:20:31.231007;7;59
952;68.0;23.3;2021-08-06 21:20:49.293268;2021-08-06 21:20:41.105208;2021-08-06 21:20:51.115010;8;59
953;67.9;23.3;2021-08-06 21:21:09.339324;2021-08-06 21:20:59.367377;2021-08-06 21:21:09.374990;9;59
954;68.0;23.4;2021-08-06 21:21:25.378913;2021-08-06 21:21:17.338170;2021-08-06 21:21:27.347118;10;59
955;68.0;23.3;2021-08-06 21:21:43.421496;2021-08-06 21:21:34.789906;2021-08-06 21:21:44.798959;11;59
956;68.2;23.2;2021-08-06 21:22:05.474122;2021-08-06 21:21:55.681918;2021-08-06 21:22:05.690982;12;59
957;68.4;23.2;2021-08-06 21:22:21.513741;2021-08-06 21:22:13.158886;2021-08-06 21:22:23.166944;13;59
958;68.5;23.1;2021-08-06 21:22:41.563380;2021-08-06 21:22:33.281531;2021-08-06 21:22:43.291015;14;59
959;68.6;23.1;2021-08-06 21:23:01.612999;2021-08-06 21:22:52.970479;2021-08-06 21:23:02.981098;15;59
960;68.6;23.1;2021-08-06 21:23:23.665467;2021-08-06 21:23:14.728925;2021-08-06 21:23:24.739017;0;60
961;68.6;23.1;2021-08-06 21:23:49.731837;2021-08-06 21:23:41.464405;2021-08-06 21:23:51.474934;1;60
962;68.6;23.1;2021-08-06 21:24:11.784363;2021-08-06 21:24:01.864114;2021-08-06 21:24:11.874935;2;60
963;68.6;23.1;2021-08-06 21:24:29.830876;2021-08-06 21:24:20.942939;2021-08-06 21:24:30.951091;3;60
964;68.5;23.1;2021-08-06 21:24:49.880322;2021-08-06 21:24:40.725175;2021-08-06 21:24:50.736348;4;60
965;68.5;23.1;2021-08-06 21:25:09.929692;2021-08-06 21:25:01.732398;2021-08-06 21:25:11.739200;5;60
966;68.6;23.1;2021-08-06 21:25:31.982068;2021-08-06 21:25:23.527846;2021-08-06 21:25:33.538944;6;60
967;68.7;23.1;2021-08-06 21:25:52.031476;2021-08-06 21:25:43.094788;2021-08-06 21:25:53.105502;7;60
968;68.8;23.2;2021-08-06 21:26:10.077810;2021-08-06 21:26:01.557726;2021-08-06 21:26:11.567241;8;60
969;68.8;23.2;2021-08-06 21:26:28.120212;2021-08-06 21:26:19.718596;2021-08-06 21:26:29.729222;9;60
970;68.8;23.2;2021-08-06 21:26:48.165577;2021-08-06 21:26:38.989081;2021-08-06 21:26:48.998933;10;60
971;68.9;23.2;2021-08-06 21:27:04.204932;2021-08-06 21:26:56.161822;2021-08-06 21:27:06.170986;11;60
972;69.1;23.1;2021-08-06 21:27:26.257179;2021-08-06 21:27:16.507218;2021-08-06 21:27:26.518203;12;60
973;69.1;23.1;2021-08-06 21:27:42.296601;2021-08-06 21:27:34.142059;2021-08-06 21:27:44.150986;13;60
974;69.2;23.0;2021-08-06 21:28:04.352754;2021-08-06 21:27:54.866096;2021-08-06 21:28:04.875292;14;60
975;69.2;23.0;2021-08-06 21:28:24.398053;2021-08-06 21:28:14.536396;2021-08-06 21:28:24.546465;15;60
976;69.2;23.0;2021-08-06 21:28:44.447273;2021-08-06 21:28:36.026476;2021-08-06 21:28:46.034991;0;61
977;69.1;23.0;2021-08-06 21:29:10.509291;2021-08-06 21:29:01.677002;2021-08-06 21:29:11.687045;1;61
978;69.2;23.0;2021-08-06 21:29:30.558557;2021-08-06 21:29:22.120840;2021-08-06 21:29:32.131332;2;61
979;69.1;23.0;2021-08-06 21:29:50.607655;2021-08-06 21:29:41.321415;2021-08-06 21:29:51.331041;3;61
980;69.1;23.1;2021-08-06 21:30:10.656821;2021-08-06 21:30:01.773059;2021-08-06 21:30:11.783215;4;61
981;69.1;23.1;2021-08-06 21:30:32.708908;2021-08-06 21:30:22.838573;2021-08-06 21:30:32.847618;5;61
982;69.1;23.1;2021-08-06 21:30:52.758154;2021-08-06 21:30:44.097819;2021-08-06 21:30:54.106986;6;61
983;69.1;23.1;2021-08-06 21:31:12.807338;2021-08-06 21:31:04.130357;2021-08-06 21:31:14.139044;7;61
984;69.2;23.1;2021-08-06 21:31:32.856425;2021-08-06 21:31:23.681555;2021-08-06 21:31:33.690981;8;61
985;69.1;23.1;2021-08-06 21:31:54.912442;2021-08-06 21:31:46.365284;2021-08-06 21:31:56.375921;9;61
986;69.1;23.1;2021-08-06 21:32:12.954670;2021-08-06 21:32:03.691117;2021-08-06 21:32:13.699004;10;61
987;69.3;23.1;2021-08-06 21:32:57.063431;2021-08-06 21:32:47.654948;2021-08-06 21:32:57.662990;11;61
988;69.5;23.1;2021-08-06 21:33:17.111999;2021-08-06 21:33:07.676876;2021-08-06 21:33:17.686564;12;61
989;69.6;23.0;2021-08-06 21:33:35.154025;2021-08-06 21:33:25.766432;2021-08-06 21:33:35.775011;13;61
990;69.7;22.9;2021-08-06 21:33:55.202982;2021-08-06 21:33:47.161048;2021-08-06 21:33:57.170994;14;61
991;69.8;22.9;2021-08-06 21:34:17.254993;2021-08-06 21:34:07.872133;2021-08-06 21:34:17.883220;15;61
992;69.8;22.9;2021-08-06 21:34:39.307132;2021-08-06 21:34:29.696972;2021-08-06 21:34:39.707016;0;62
